,CLASSNAME,VIEW_DATE,AREAUCKM,AREAMUNKM,MUNICIPALI,UF,LAT,LONG,base_url,name,event1_date_start,event1_date_end,event1_km2,event1_lat,event1_lon,event2_yes_within_2weeks,event2_date_start,event2_date_end,event2_km2,event2_lat,event2_lon
37084,CS_GEOMETRICO,2016-08-05,0.0,15.6674145992,Porto Velho,RO,-62.8283,-8.1642,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-62.828,-8.164/zoom/13.49/dates/2016-07-22T00:00:00Z..2016-08-05T00:00:00Z/geometry/POLYGON((-62.78308795551135-8.164199999999999,-62.7839566922686-8.173020432318298,-62.78652951747394-8.18150190036916,-62.79070755889762-8.189318466091851,-62.79633025675076-8.196169743249232,-62.80318153390814-8.201792441102384,-62.81099809963084-8.205970482526054,-62.8194795676817-8.208543307731405,-62.8283-8.209412044488651,-62.83712043231829-8.208543307731405,-62.84560190036916-8.205970482526054,-62.85341846609185-8.201792441102384,-62.86026974324923-8.196169743249232,-62.86589244110238-8.189318466091851,-62.87007048252605-8.18150190036916,-62.8726433077314-8.173020432318298,-62.87351204448865-8.164199999999999,-62.8726433077314-8.155379567681701,-62.87007048252605-8.146898099630839,-62.86589244110238-8.139081533908147,-62.86026974324923-8.132230256750766,-62.85341846609185-8.126607558897614,-62.84560190036916-8.122429517473945,-62.8371204323183-8.119856692268593,-62.8283-8.118987955511347,-62.8194795676817-8.119856692268593,-62.81099809963084-8.122429517473945,-62.80318153390814-8.126607558897614,-62.79633025675076-8.132230256750766,-62.79070755889762-8.139081533908145,-62.78652951747394-8.146898099630839,-62.7839566922686-8.155379567681701,-62.78308795551135-8.164199999999999))/items/PSScene4Band%320160723_121552_0c59,PSScene4Band%320160723_121551_0c59,PSScene4Band%320160722_123804_0d05,PSScene4Band%320160722_123804_1_0d05,PSScene4Band%320160722_123805_0d05/comparing/result::PSScene4Band:1469232000000,result::PSScene4Band:1470268800000",,,,,,,,,,,,
37107,CS_GEOMETRICO,2019-09-16,0.0,22.105338305100002,Feliz Natal,MT,-54.8773,-12.1844,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.877,-12.184/zoom/13.49/dates/2019-09-02T00:00:00Z..2019-09-16T00:00:00Z/geometry/POLYGON((-54.83208795551135-12.1844,-54.8329566922686-12.1932204323183,-54.83552951747394-12.20170190036916,-54.83970755889762-12.20951846609185,-54.84533025675076-12.21636974324923,-54.85218153390814-12.22199244110239,-54.85999809963084-12.22617048252605,-54.8684795676817-12.22874330773141,-54.8773-12.22961204448865,-54.88612043231829-12.22874330773141,-54.89460190036916-12.22617048252605,-54.90241846609185-12.22199244110239,-54.90926974324923-12.21636974324923,-54.91489244110238-12.20951846609185,-54.91907048252605-12.20170190036916,-54.9216433077314-12.1932204323183,-54.92251204448865-12.1844,-54.9216433077314-12.1755795676817,-54.91907048252605-12.16709809963084,-54.91489244110238-12.15928153390815,-54.90926974324923-12.15243025675077,-54.90241846609185-12.14680755889762,-54.89460190036916-12.14262951747395,-54.8861204323183-12.14005669226859,-54.8773-12.13918795551135,-54.8684795676817-12.14005669226859,-54.85999809963084-12.14262951747395,-54.85218153390814-12.14680755889762,-54.84533025675076-12.15243025675077,-54.83970755889762-12.15928153390815,-54.83552951747394-12.16709809963084,-54.8329566922686-12.1755795676817,-54.83208795551135-12.1844))/items/PSScene4Band%320190911_131556_1049,PSScene4Band%320190915_133501_1025,PSScene4Band%320190915_133502_1025,PSScene4Band%320190914_132842_0e0f,PSScene4Band%320190914_132841_0e0f,PSScene4Band%320190912_145534_47_1069,PSScene4Band%320190912_145536_54_1069,PSScene4Band%320190911_131558_1049,PSScene4Band%320190911_131557_1049,PSScene4Band%320190910_133539_0f3f,PSScene4Band%320190910_133538_0f3f,PSScene4Band%320190910_133537_0f3f,PSScene4Band%320190907_132555_0e20,PSScene4Band%320190907_132556_0e20,PSScene4Band%320190907_131427_0f1a,PSScene4Band%320190907_131426_0f1a,PSScene4Band%320190907_131425_0f1a,PSScene4Band%320190906_133408_0f3f,PSScene4Band%320190906_133409_0f3f,PSScene4Band%320190905_133639_0f17,PSScene4Band%320190905_133640_0f17,PSScene4Band%320190905_133400_103b,PSScene4Band%320190905_131639_0f44,PSScene4Band%320190905_131640_0f44,PSScene4Band%320190904_133609_1040,PSScene4Band%320190904_133610_1040,PSScene4Band%320190904_133611_1040,PSScene4Band%320190903_131605_104e,PSScene4Band%320190903_131604_104e,PSScene4Band%320190903_131606_104e,PSScene4Band%320190902_133421_1010,PSScene4Band%320190902_133419_1010,PSScene4Band%320190902_133420_1010/comparing/result::PSScene4Band:1567468800000,result::PSScene4Band:1568505600000",,,,,,,,,,,,
37113,CS_GEOMETRICO,2018-10-30,0.0,10.8301908548,Itanhanga,MT,-57.0308,-11.9862,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-57.031,-11.986/zoom/13.49/dates/2018-10-16T00:00:00Z..2018-10-30T00:00:00Z/geometry/POLYGON((-56.98558795551135-11.9862,-56.9864566922686-11.9950204323183,-56.98902951747394-12.00350190036916,-56.99320755889762-12.01131846609185,-56.99883025675076-12.01816974324923,-57.00568153390815-12.02379244110239,-57.01349809963084-12.02797048252605,-57.0219795676817-12.03054330773141,-57.0308-12.03141204448865,-57.03962043231829-12.03054330773141,-57.04810190036916-12.02797048252605,-57.05591846609185-12.02379244110239,-57.06276974324923-12.01816974324923,-57.06839244110238-12.01131846609185,-57.07257048252605-12.00350190036916,-57.0751433077314-11.9950204323183,-57.07601204448865-11.9862,-57.0751433077314-11.9773795676817,-57.07257048252605-11.96889809963084,-57.06839244110238-11.96108153390815,-57.06276974324923-11.95423025675077,-57.05591846609185-11.94860755889762,-57.04810190036916-11.94442951747395,-57.0396204323183-11.94185669226859,-57.0308-11.94098795551135,-57.0219795676817-11.94185669226859,-57.01349809963084-11.94442951747395,-57.00568153390815-11.94860755889762,-56.99883025675076-11.95423025675077,-56.99320755889762-11.96108153390815,-56.98902951747394-11.96889809963084,-56.9864566922686-11.9773795676817,-56.98558795551135-11.9862))/items/PSScene4Band%320181027_133655_1010,PSScene4Band%320181027_133654_1010,PSScene4Band%320181027_133653_1010,PSScene4Band%320181026_133642_0f51,PSScene4Band%320181026_133851_1018,PSScene4Band%320181026_133850_1018,PSScene4Band%320181016_133719_1011,PSScene4Band%320181016_133718_1011,PSScene4Band%320181016_141413_0f3b,PSScene4Band%320181016_141415_0f3b,PSScene4Band%320181016_141414_0f3b/comparing/result::PSScene4Band:1539734400000,result::PSScene4Band:1540771200000",,,,,,,,,,,,
37117,CS_GEOMETRICO,2019-09-19,0.0,12.4172532373,Tabapora,MT,-56.6646,-11.2337,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-56.665,-11.234/zoom/13.49/dates/2019-09-05T00:00:00Z..2019-09-19T00:00:00Z/geometry/POLYGON((-56.61938795551135-11.2337,-56.6202566922686-11.2425204323183,-56.62282951747395-11.25100190036916,-56.62700755889762-11.25881846609185,-56.63263025675077-11.26566974324923,-56.63948153390815-11.27129244110239,-56.64729809963084-11.27547048252605,-56.6557795676817-11.27804330773141,-56.6646-11.27891204448865,-56.6734204323183-11.27804330773141,-56.68190190036916-11.27547048252605,-56.68971846609185-11.27129244110239,-56.69656974324923-11.26566974324923,-56.70219244110238-11.25881846609185,-56.70637048252605-11.25100190036916,-56.7089433077314-11.2425204323183,-56.70981204448865-11.2337,-56.7089433077314-11.2248795676817,-56.70637048252605-11.21639809963084,-56.70219244110238-11.20858153390815,-56.69656974324923-11.20173025675077,-56.68971846609185-11.19610755889762,-56.68190190036916-11.19192951747395,-56.6734204323183-11.18935669226859,-56.6646-11.18848795551135,-56.65577956768171-11.18935669226859,-56.64729809963084-11.19192951747395,-56.63948153390815-11.19610755889762,-56.63263025675077-11.20173025675077,-56.62700755889762-11.20858153390815,-56.62282951747395-11.21639809963084,-56.6202566922686-11.2248795676817,-56.61938795551135-11.2337))/items/PSScene4Band%320190911_132254_104b,PSScene4Band%320190911_132255_104b,PSScene4Band%320190915_134457_1018,PSScene4Band%320190915_134456_1018,PSScene4Band%320190918_134221_1029,PSScene4Band%320190918_134220_1029,PSScene4Band%320190918_134358_1009,PSScene4Band%320190918_134359_1009,PSScene4Band%320190915_134458_1018,PSScene4Band%320190914_135533_93_1066,PSScene4Band%320190914_134230_1009,PSScene4Band%320190914_134228_1009,PSScene4Band%320190914_134229_1009,PSScene4Band%320190913_134355_0f31,PSScene4Band%320190913_134354_0f31,PSScene4Band%320190913_134353_0f31,PSScene4Band%320190911_132256_104b,PSScene4Band%320190911_134434_0f4e,PSScene4Band%320190911_134435_0f4e,PSScene4Band%320190911_134433_0f4e,PSScene4Band%320190909_134229_0f31,PSScene4Band%320190909_134228_0f31,PSScene4Band%320190906_150335_36_1065,PSScene4Band%320190906_150333_25_1065,PSScene4Band%320190906_134111_100c,PSScene4Band%320190906_134110_100c,PSScene4Band%320190905_134331_0f15,PSScene4Band%320190905_134332_0f15,PSScene4Band%320190905_132554_0f2e,PSScene4Band%320190905_132555_0f2e/comparing/result::PSScene4Band:1567728000000,result::PSScene4Band:1568764800000",,,,,,,,,,,,
37121,CS_GEOMETRICO,2019-09-19,0.0,18.0976020118,Marcelandia,MT,-54.404,-10.8134,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.404,-10.813/zoom/13.49/dates/2019-09-05T00:00:00Z..2019-09-19T00:00:00Z/geometry/POLYGON((-54.35878795551135-10.8134,-54.3596566922686-10.8222204323183,-54.36222951747395-10.83070190036916,-54.36640755889762-10.83851846609185,-54.37203025675077-10.84536974324923,-54.37888153390815-10.85099244110238,-54.38669809963084-10.85517048252605,-54.3951795676817-10.85774330773141,-54.404-10.85861204448865,-54.4128204323183-10.85774330773141,-54.42130190036917-10.85517048252605,-54.42911846609186-10.85099244110238,-54.43596974324924-10.84536974324923,-54.44159244110239-10.83851846609185,-54.44577048252606-10.83070190036916,-54.44834330773141-10.8222204323183,-54.44921204448865-10.8134,-54.44834330773141-10.8045795676817,-54.44577048252606-10.79609809963084,-54.44159244110239-10.78828153390815,-54.43596974324924-10.78143025675077,-54.42911846609186-10.77580755889761,-54.42130190036917-10.77162951747395,-54.41282043231831-10.76905669226859,-54.404-10.76818795551135,-54.39517956768171-10.76905669226859,-54.38669809963084-10.77162951747395,-54.37888153390815-10.77580755889761,-54.37203025675077-10.78143025675077,-54.36640755889762-10.78828153390815,-54.36222951747395-10.79609809963084,-54.3596566922686-10.8045795676817,-54.35878795551135-10.8134))/items/PSScene4Band%320190917_133523_101b,PSScene4Band%320190917_133524_101b,PSScene4Band%320190912_131303_0f2b,PSScene4Band%320190912_131304_0f2b,PSScene4Band%320190914_131230_104a,PSScene4Band%320190916_145331_43_1067,PSScene4Band%320190916_145333_50_1067,PSScene4Band%320190914_133341_1032,PSScene4Band%320190914_133340_1032,PSScene4Band%320190913_131245_1054,PSScene4Band%320190913_131244_1054,PSScene4Band%320190913_131243_1054,PSScene4Band%320190912_134948_73_105d,PSScene4Band%320190911_133313_1025,PSScene4Band%320190911_133314_1025,PSScene4Band%320190911_131235_1020,PSScene4Band%320190911_131234_1020,PSScene4Band%320190911_131236_1020,PSScene4Band%320190910_133516_0f3f,PSScene4Band%320190910_133515_0f3f,PSScene4Band%320190908_135046_94_105a,PSScene4Band%320190908_131309_0f3d,PSScene4Band%320190908_131308_0f3d,PSScene4Band%320190908_131309_1_0f3d,PSScene4Band%320190907_133146_1025,PSScene4Band%320190907_131308_100d,PSScene4Band%320190907_131309_100d,PSScene4Band%320190907_131307_100d,PSScene4Band%320190906_133347_0f3f,PSScene4Band%320190906_133346_0f3f,PSScene4Band%320190905_133617_0f17/comparing/result::PSScene4Band:1567728000000,result::PSScene4Band:1568764800000",,,,,,,,,,,,
37174,CS_GEOMETRICO,2016-10-09,0.0,10.037540485700001,Feliz Natal,MT,-54.8721,-12.181,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.872,-12.181/zoom/13.49/dates/2016-09-25T00:00:00Z..2016-10-09T00:00:00Z/geometry/POLYGON((-54.82688795551135-12.181,-54.8277566922686-12.1898204323183,-54.83032951747395-12.19830190036916,-54.83450755889762-12.20611846609185,-54.84013025675077-12.21296974324923,-54.84698153390815-12.21859244110238,-54.85479809963084-12.22277048252605,-54.8632795676817-12.22534330773141,-54.8721-12.22621204448865,-54.8809204323183-12.22534330773141,-54.88940190036917-12.22277048252605,-54.89721846609186-12.21859244110238,-54.90406974324924-12.21296974324923,-54.90969244110239-12.20611846609185,-54.91387048252606-12.19830190036916,-54.91644330773141-12.1898204323183,-54.91731204448865-12.181,-54.91644330773141-12.1721795676817,-54.91387048252606-12.16369809963084,-54.90969244110239-12.15588153390815,-54.90406974324924-12.14903025675077,-54.89721846609186-12.14340755889761,-54.88940190036917-12.13922951747394,-54.88092043231831-12.13665669226859,-54.8721-12.13578795551135,-54.86327956768171-12.13665669226859,-54.85479809963084-12.13922951747394,-54.84698153390815-12.14340755889761,-54.84013025675077-12.14903025675077,-54.83450755889762-12.15588153390815,-54.83032951747395-12.16369809963084,-54.8277566922686-12.1721795676817,-54.82688795551135-12.181))/items/PSScene4Band%320161003_174505_0c42,PSScene4Band%320161003_174504_1_0c42,PSScene4Band%320161003_174504_0c42,PSScene4Band%320160928_130555_0e26,PSScene4Band%320160928_130554_0e26/comparing/result::PSScene4Band:1474848000000,result::PSScene4Band:1475884800000",,,,,,,,,,,,
37212,CS_GEOMETRICO,2019-07-02,0.0,16.1715896289,Colniza,MT,-59.3078,-9.1352,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-59.308,-9.135/zoom/13.49/dates/2019-06-18T00:00:00Z..2019-07-02T00:00:00Z/geometry/POLYGON((-59.26258795551135-9.135199999999999,-59.2634566922686-9.144020432318298,-59.26602951747395-9.15250190036916,-59.27020755889762-9.160318466091852,-59.27583025675077-9.167169743249232,-59.28268153390815-9.172792441102384,-59.29049809963084-9.176970482526054,-59.2989795676817-9.179543307731405,-59.3078-9.180412044488651,-59.3166204323183-9.179543307731405,-59.32510190036916-9.176970482526054,-59.33291846609185-9.172792441102384,-59.33976974324924-9.167169743249232,-59.34539244110238-9.160318466091852,-59.34957048252605-9.15250190036916,-59.3521433077314-9.144020432318298,-59.35301204448865-9.135199999999999,-59.3521433077314-9.126379567681701,-59.34957048252605-9.117898099630839,-59.34539244110238-9.110081533908147,-59.33976974324924-9.103230256750766,-59.33291846609185-9.097607558897614,-59.32510190036916-9.093429517473945,-59.3166204323183-9.090856692268593,-59.3078-9.089987955511347,-59.29897956768171-9.090856692268593,-59.29049809963084-9.093429517473945,-59.28268153390815-9.097607558897614,-59.27583025675077-9.103230256750766,-59.27020755889762-9.110081533908145,-59.26602951747395-9.117898099630839,-59.2634566922686-9.126379567681701,-59.26258795551135-9.135199999999999))/items/PSScene4Band%320190626_151555_59_1067,PSScene4Band%320190630_135147_1040,PSScene4Band%320190630_135148_1040,PSScene4Band%320190630_135146_1040,PSScene4Band%320190629_135354_1039,PSScene4Band%320190629_135352_1039,PSScene4Band%320190629_135353_1039,PSScene4Band%320190627_135533_1105,PSScene4Band%320190627_135532_1105,PSScene4Band%320190627_135531_1105,PSScene4Band%320190626_135148_1004,PSScene4Band%320190626_135147_1004,PSScene4Band%320190625_135146_1039,PSScene4Band%320190625_135147_1039,PSScene4Band%320190625_135145_1039,PSScene4Band%320190625_134225_100d,PSScene4Band%320190625_134223_100d,PSScene4Band%320190625_134224_100d,PSScene4Band%320190624_134509_0e19,PSScene4Band%320190624_134510_0e19,PSScene4Band%320190624_134505_104b,PSScene4Band%320190624_134506_104b,PSScene4Band%320190622_134255_0f2d,PSScene4Band%320190622_134254_0f2d,PSScene4Band%320190622_134253_0f2d,PSScene4Band%320190621_135328_0f4e,PSScene4Band%320190621_135329_0f4e,PSScene4Band%320190620_134610_0f2e,PSScene4Band%320190620_134609_0f2e,PSScene4Band%320190619_135542_0f15,PSScene4Band%320190619_135540_0f15,PSScene4Band%320190619_135541_0f15,PSScene4Band%320190618_134400_0f33,PSScene4Band%320190618_134400_1_0f33,PSScene4Band%320190618_134401_0f33/comparing/result::PSScene4Band:1560902400000,result::PSScene4Band:1561939200000",,,,,,,,,,,,
37238,CS_GEOMETRICO,2019-10-03,0.0,20.5636127197,Aripuana,MT,-59.2973,-10.0231,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-59.297,-10.023/zoom/13.49/dates/2019-09-19T00:00:00Z..2019-10-03T00:00:00Z/geometry/POLYGON((-59.25208795551135-10.0231,-59.2529566922686-10.0319204323183,-59.25552951747395-10.04040190036916,-59.25970755889762-10.04821846609185,-59.26533025675077-10.05506974324923,-59.27218153390815-10.06069244110238,-59.27999809963084-10.06487048252605,-59.2884795676817-10.06744330773141,-59.2973-10.06831204448865,-59.30612043231829-10.06744330773141,-59.31460190036916-10.06487048252605,-59.32241846609185-10.06069244110238,-59.32926974324923-10.05506974324923,-59.33489244110238-10.04821846609185,-59.33907048252605-10.04040190036916,-59.3416433077314-10.0319204323183,-59.34251204448865-10.0231,-59.3416433077314-10.0142795676817,-59.33907048252605-10.00579809963084,-59.33489244110238-9.997981533908147,-59.32926974324923-9.991130256750766,-59.32241846609185-9.985507558897615,-59.31460190036916-9.981329517473945,-59.3061204323183-9.978756692268593,-59.2973-9.977887955511347,-59.2884795676817-9.978756692268593,-59.27999809963084-9.981329517473945,-59.27218153390815-9.985507558897615,-59.26533025675077-9.991130256750766,-59.25970755889762-9.997981533908145,-59.25552951747395-10.00579809963084,-59.2529566922686-10.0142795676817,-59.25208795551135-10.0231))/items/PSScene4Band%320190925_141106_45_1059,PSScene4Band%320190925_141104_43_1059,PSScene4Band%320191001_135338_1012,PSScene4Band%320191001_135339_1012,PSScene4Band%320190921_133032_1049,PSScene4Band%320190921_133033_1049,PSScene4Band%320190930_135546_101f,PSScene4Band%320190930_135545_101f,PSScene4Band%320190930_135547_101f,PSScene4Band%320190929_151037_76_1062,PSScene4Band%320190929_151039_82_1062,PSScene4Band%320190927_140844_21_1058,PSScene4Band%320190926_135425_101f,PSScene4Band%320190926_135426_101f,PSScene4Band%320190921_140919_35_1066,PSScene4Band%320190921_140921_35_1066,PSScene4Band%320190920_133341_0f2e,PSScene4Band%320190920_133341_1_0f2e,PSScene4Band%320190919_132939_1052,PSScene4Band%320190919_132940_1052,PSScene4Band%320190919_135155_101e,PSScene4Band%320190919_135154_101e/comparing/result::PSScene4Band:1568937600000,result::PSScene4Band:1569974400000",,,,,,,,,,,,
37302,CS_GEOMETRICO,2016-08-31,0.0,12.210532688599999,Gurupa,PA,-51.7858,-1.70923,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-51.786,-1.709/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-51.74058795551135-1.70923,-51.7414566922686-1.718050432318299,-51.74402951747395-1.72653190036916,-51.74820755889762-1.734348466091853,-51.75383025675077-1.741199743249234,-51.76068153390815-1.746822441102385,-51.76849809963084-1.751000482526055,-51.7769795676817-1.753573307731406,-51.7858-1.754442044488652,-51.7946204323183-1.753573307731406,-51.80310190036916-1.751000482526055,-51.81091846609186-1.746822441102385,-51.81776974324924-1.741199743249234,-51.82339244110238-1.734348466091853,-51.82757048252606-1.726531900369161,-51.8301433077314-1.718050432318299,-51.83101204448865-1.70923,-51.8301433077314-1.700409567681701,-51.82757048252606-1.69192809963084,-51.82339244110238-1.684111533908147,-51.81776974324924-1.677260256750766,-51.81091846609186-1.671637558897615,-51.80310190036916-1.667459517473945,-51.7946204323183-1.664886692268594,-51.7858-1.664017955511348,-51.77697956768171-1.664886692268594,-51.76849809963084-1.667459517473945,-51.76068153390815-1.671637558897615,-51.75383025675077-1.677260256750766,-51.74820755889762-1.684111533908147,-51.74402951747395-1.691928099630839,-51.7414566922686-1.700409567681701,-51.74058795551135-1.70923))/items/PSScene4Band%320160818_123629_0c43,PSScene4Band%320160818_123628_0c43,PSScene4Band%320160818_123627_0c43,PSScene4Band%320160821_112547_0c81,PSScene4Band%320160822_125910_0e30,PSScene4Band%320160822_125909_0e30,PSScene4Band%320160830_195212_0c59,PSScene4Band%320160829_201606_0c60,PSScene4Band%320160829_201605_0c60,PSScene4Band%320160821_112548_0c81,PSScene4Band%320160818_123557_0c81,PSScene4Band%320160818_123556_0c81/comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
37305,CS_GEOMETRICO,2016-08-31,0.0,14.204269158499999,Gurupa,PA,-51.7397,-1.70119,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-51.740,-1.701/zoom/13.49/dates/2016-08-17T00:00:00Z..2016-08-31T00:00:00Z/geometry/POLYGON((-51.69448795551135-1.70119,-51.6953566922686-1.710010432318299,-51.69792951747394-1.71849190036916,-51.70210755889762-1.726308466091853,-51.70773025675076-1.733159743249233,-51.71458153390815-1.738782441102385,-51.72239809963084-1.742960482526055,-51.7308795676817-1.745533307731406,-51.7397-1.746402044488652,-51.74852043231829-1.745533307731406,-51.75700190036916-1.742960482526055,-51.76481846609185-1.738782441102385,-51.77166974324923-1.733159743249234,-51.77729244110238-1.726308466091853,-51.78147048252605-1.718491900369161,-51.7840433077314-1.710010432318299,-51.78491204448865-1.70119,-51.7840433077314-1.692369567681701,-51.78147048252605-1.68388809963084,-51.77729244110238-1.676071533908147,-51.77166974324923-1.669220256750766,-51.76481846609185-1.663597558897615,-51.75700190036916-1.659419517473945,-51.7485204323183-1.656846692268594,-51.7397-1.655977955511348,-51.7308795676817-1.656846692268594,-51.72239809963084-1.659419517473945,-51.71458153390815-1.663597558897615,-51.70773025675076-1.669220256750766,-51.70210755889762-1.676071533908147,-51.69792951747394-1.683888099630839,-51.6953566922686-1.692369567681701,-51.69448795551135-1.70119))/items/PSScene4Band%320160818_123629_0c43,PSScene4Band%320160818_123628_0c43,PSScene4Band%320160821_112549_0c81,PSScene4Band%320160821_112547_0c81,PSScene4Band%320160830_195212_0c59,PSScene4Band%320160829_201606_0c60,PSScene4Band%320160829_201605_0c60,PSScene4Band%320160822_125741_0e19,PSScene4Band%320160821_112548_0c81,PSScene4Band%320160818_123558_0c81,PSScene4Band%320160818_123557_0c81,PSScene4Band%320160818_123556_0c81,PSScene4Band%320160821_112458_1_0c75,PSScene4Band%320160821_112458_0c75,PSScene4Band%320160821_112457_0c75,PSScene4Band%320160822_125740_0e19/comparing/result::PSScene4Band:1471478400000,result::PSScene4Band:1472515200000",,,,,,,,,,,,
37308,CS_GEOMETRICO,2019-07-17,0.0,10.4668270616,Nova Maringa,MT,-57.3878,-11.79,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-57.388,-11.790/zoom/13.49/dates/2019-07-03T00:00:00Z..2019-07-17T00:00:00Z/geometry/POLYGON((-57.34258795551135-11.79,-57.3434566922686-11.7988204323183,-57.34602951747394-11.80730190036916,-57.35020755889762-11.81511846609185,-57.35583025675076-11.82196974324923,-57.36268153390814-11.82759244110238,-57.37049809963084-11.83177048252605,-57.3789795676817-11.83434330773141,-57.3878-11.83521204448865,-57.39662043231829-11.83434330773141,-57.40510190036916-11.83177048252605,-57.41291846609185-11.82759244110238,-57.41976974324923-11.82196974324923,-57.42539244110238-11.81511846609185,-57.42957048252605-11.80730190036916,-57.4321433077314-11.7988204323183,-57.43301204448865-11.79,-57.4321433077314-11.7811795676817,-57.42957048252605-11.77269809963084,-57.42539244110238-11.76488153390815,-57.41976974324923-11.75803025675077,-57.41291846609185-11.75240755889761,-57.40510190036916-11.74822951747394,-57.3966204323183-11.74565669226859,-57.3878-11.74478795551135,-57.3789795676817-11.74565669226859,-57.37049809963084-11.74822951747394,-57.36268153390814-11.75240755889761,-57.35583025675076-11.75803025675077,-57.35020755889762-11.76488153390815,-57.34602951747394-11.77269809963084,-57.3434566922686-11.7811795676817,-57.34258795551135-11.79))/items/PSScene4Band%320190716_150843_44_106e,PSScene4Band%320190704_135428_20_1061,PSScene4Band%320190715_133355_1020,PSScene4Band%320190715_133353_1020,PSScene4Band%320190715_134246_1021,PSScene4Band%320190715_134247_1021,PSScene4Band%320190715_133354_1020,PSScene4Band%320190714_134515_0f15,PSScene4Band%320190714_134514_0f15,PSScene4Band%320190713_133455_1052,PSScene4Band%320190713_133456_1052,PSScene4Band%320190712_133329_0f3d,PSScene4Band%320190712_133330_0f3d,PSScene4Band%320190712_133331_0f3d,PSScene4Band%320190711_134450_101f,PSScene4Band%320190711_134449_101f,PSScene4Band%320190711_134451_101f,PSScene4Band%320190710_133440_1_104b,PSScene4Band%320190710_133440_104b,PSScene4Band%320190710_133439_104b,PSScene4Band%320190709_133656_0f44,PSScene4Band%320190709_133655_0f44,PSScene4Band%320190709_133654_0f44,PSScene4Band%320190708_134410_1038,PSScene4Band%320190708_134409_1038,PSScene4Band%320190707_133458_104e,PSScene4Band%320190707_133459_104e,PSScene4Band%320190707_134245_101f,PSScene4Band%320190707_134246_101f,PSScene4Band%320190705_133552_0e2f,PSScene4Band%320190704_133823_0f3d,PSScene4Band%320190704_133822_0f3d,PSScene4Band%320190704_134345_1011,PSScene4Band%320190704_134344_1011,PSScene4Band%320190704_134343_1011,PSScene4Band%320190703_134419_1001,PSScene4Band%320190703_134420_1001,PSScene4Band%320190703_133756_0f2e,PSScene4Band%320190703_133754_0f2e,PSScene4Band%320190703_133755_0f2e/comparing/result::PSScene4Band:1562198400000,result::PSScene4Band:1563235200000",,,,,,,,,,,,
